This is the LOGFILE. The following data represent the estimated hoist position
  -0.011, 1.029  
  -0.009, 1.041  
  -0.009, 1.041  
  -0.009, 1.051  
  -0.008, 1.062  
  -0.012, 1.068  
  -0.007, 1.083  
  -0.012, 1.088  
  -0.012, 1.088  
  -0.012, 1.098  
  -0.013, 1.107  
  -0.005, 1.125  
  -0.015, 1.125  
  -0.015, 1.125  
  -0.007, 1.143  
  -0.012, 1.148  
  -0.013, 1.157  
  -0.013, 1.157  
  -0.011, 1.169  
  -0.005, 1.185  
  -0.006, 1.194  
  -0.006, 1.194  
  -0.007, 1.203  
  -0.008, 1.212  
  -0.014, 1.216  
  -0.014, 1.216  
  -0.008, 1.232  
  -0.011, 1.239  
  0.003, 1.253  
  0.003, 1.253  
  0.014, 1.264  
  0.024, 1.274  
  0.034, 1.284  
  0.034, 1.284  
  0.037, 1.287  
  0.053, 1.303  
  0.060, 1.310  
  0.060, 1.310  
  0.068, 1.318  
  0.084, 1.334  
  0.094, 1.344  
  0.104, 1.354  
  0.104, 1.354  
  0.110, 1.360  
  0.121, 1.371  
  0.127, 1.377  
  0.127, 1.377  
  0.138, 1.388  
  0.138, 1.388  
  0.154, 1.404  
  0.160, 1.410  
  0.170, 1.420  
  0.183, 1.433  
  0.190, 1.440  
  0.190, 1.440  
  0.198, 1.448  
  0.207, 1.457  
  0.222, 1.472  
  0.232, 1.482  
  0.232, 1.482  
  0.236, 1.486  
  0.251, 1.501  
  0.260, 1.510  
  0.260, 1.510  
  0.273, 1.523  
  0.282, 1.532  
  0.287, 1.537  
  0.287, 1.537  
  0.297, 1.547  
  0.310, 1.560  
  0.316, 1.566  
  0.316, 1.566  
  0.326, 1.576  
  0.339, 1.589  
  0.339, 1.589  
  0.348, 1.598  
  0.364, 1.614  
  0.374, 1.624  
  0.381, 1.631  
  0.393, 1.643  
  0.403, 1.653  
  0.410, 1.660  
  0.410, 1.660  
  0.418, 1.668  
  0.429, 1.679  
  0.442, 1.692  
  0.442, 1.692  
  0.451, 1.701  
  0.458, 1.708  
  0.467, 1.717  
  0.476, 1.726  
  0.486, 1.736  
  0.486, 1.736  
  0.501, 1.751  
  0.509, 1.759  
  0.509, 1.759  
  0.518, 1.768  
  0.528, 1.778  
  0.536, 1.786  
  0.549, 1.799  
  0.564, 1.814  
  0.564, 1.814  
  0.571, 1.821  
  0.578, 1.828  
  0.592, 1.842  
  0.592, 1.842  
  0.603, 1.853  
  0.610, 1.860  
  0.617, 1.867  
  0.617, 1.867  
  0.634, 1.884  
  0.641, 1.891  
  0.650, 1.900  
  0.657, 1.907  
  0.657, 1.907  
  0.671, 1.921  
  0.679, 1.929  
  0.693, 1.943  
  0.693, 1.943  
  0.699, 1.949  
  0.707, 1.957  
  0.718, 1.968  
  0.732, 1.982  
  0.741, 1.991  
  0.741, 1.991  
  0.755, 2.005  
  0.758, 2.008  
  0.774, 2.024  
  0.774, 2.024  
  0.776, 2.026  
  0.789, 2.039  
  0.795, 2.045  
  0.813, 2.063  
  0.813, 2.063  
  0.823, 2.073  
  0.828, 2.078  
  0.836, 2.086  
  0.854, 2.104  
  0.854, 2.104  
  0.862, 2.112  
  0.865, 2.115  
  0.879, 2.129  
  0.895, 2.145  
  0.902, 2.152  
  0.907, 2.157  
  0.907, 2.157  
  0.920, 2.170  
  0.934, 2.184  
  0.936, 2.186  
  0.946, 2.196  
  0.946, 2.196  
  0.959, 2.209  
  0.968, 2.218  
  0.982, 2.232  
  0.993, 2.243  
  0.996, 2.246  
  0.996, 2.246  
  1.006, 2.256  
  1.006, 2.256  
  1.016, 2.266  
  1.030, 2.280  
  1.043, 2.293  
  1.043, 2.293  
  1.052, 2.302  
  1.059, 2.309  
  1.066, 2.316  
  1.066, 2.316  
  1.081, 2.331  
  1.091, 2.341  
  1.100, 2.350  
  1.100, 2.350  
  1.111, 2.361  
  1.119, 2.369  
  1.128, 2.378  
  1.144, 2.394  
  1.150, 2.400  
  1.157, 2.407  
  1.171, 2.421  
  1.180, 2.430  
  1.191, 2.441  
  1.201, 2.451  
  1.207, 2.457  
  1.223, 2.473  
  1.226, 2.476  
  1.226, 2.476  
  1.236, 2.486  
  1.254, 2.504  
  1.257, 2.507  
  1.270, 2.520  
  1.270, 2.520  
  1.277, 2.527  
  1.293, 2.543  
  1.293, 2.543  
  1.298, 2.548  
  1.309, 2.559  
  1.324, 2.574  
  1.324, 2.574  
  1.328, 2.578  
  1.343, 2.593  
  1.343, 2.593  
  1.352, 2.602  
  1.355, 2.605  
  1.368, 2.618  
  1.383, 2.633  
  1.383, 2.633  
  1.391, 2.641  
  1.403, 2.653  
  1.408, 2.658  
  1.417, 2.667  
  1.417, 2.667  
  1.427, 2.677  
  1.441, 2.691  
  1.446, 2.696  
  1.446, 2.696  
  1.462, 2.712  
  1.473, 2.723  
  1.482, 2.732  
  1.487, 2.737  
  1.487, 2.737  
  1.499, 2.749  
  1.508, 2.758  
  1.519, 2.769  
  1.519, 2.769  
  1.527, 2.777  
  1.539, 2.789  
  1.550, 2.800  
  1.550, 2.800  
  1.557, 2.807  
  1.571, 2.821  
  1.575, 2.825  
  1.589, 2.839  
  1.589, 2.839  
  1.599, 2.849  
  1.608, 2.858  
  1.622, 2.872  
  1.628, 2.878  
  1.641, 2.891  
  1.651, 2.901  
  1.664, 2.914  
  1.672, 2.922  
  1.683, 2.933  
  1.692, 2.942  
  1.698, 2.948  
  1.698, 2.948  
  1.711, 2.961  
  1.711, 2.961  
  1.715, 2.965  
  1.730, 2.980  
  1.730, 2.980  
  1.743, 2.993  
  1.743, 2.993  
  1.751, 3.001  
  1.761, 3.011  
  1.770, 3.020  
  1.779, 3.029  
  1.789, 3.039  
  1.802, 3.052  
  1.813, 3.063  
  1.822, 3.072  
  1.822, 3.072  
  1.827, 3.077  
  1.835, 3.085  
  1.846, 3.096  
  1.846, 3.096  
  1.862, 3.112  
  1.867, 3.117  
  1.867, 3.117  
  1.881, 3.131  
  1.892, 3.142  
  1.901, 3.151  
  1.905, 3.155  
  1.905, 3.155  
  1.915, 3.165  
  1.928, 3.178  
  1.938, 3.188  
  1.952, 3.202  
  1.964, 3.214  
  1.964, 3.214  
  1.967, 3.217  
  1.978, 3.228  
  1.992, 3.242  
  2.004, 3.254  
  2.012, 3.262  
  2.018, 3.268  
  2.034, 3.284  
  2.037, 3.287  
  2.047, 3.297  
  2.060, 3.310  
  2.073, 3.323  
  2.082, 3.332  
  2.094, 3.344  
  2.097, 3.347  
  2.109, 3.359  
  2.122, 3.372  
  2.134, 3.384  
  2.134, 3.384  
  2.140, 3.390  
  2.152, 3.402  
  2.164, 3.414  
  2.167, 3.417  
  2.184, 3.434  
  2.184, 3.434  
  2.191, 3.441  
  2.204, 3.454  
  2.210, 3.460  
  2.210, 3.460  
  2.221, 3.471  
  2.234, 3.484  
  2.243, 3.493  
  2.243, 3.493  
  2.253, 3.503  
  2.261, 3.511  
  2.272, 3.522  
  2.285, 3.535  
  2.285, 3.535  
  2.294, 3.544  
  2.298, 3.548  
  2.298, 3.548  
  2.314, 3.564  
  2.321, 3.571  
  2.331, 3.581  
  2.331, 3.581  
  2.343, 3.593  
  2.353, 3.603  
  2.363, 3.613  
  2.368, 3.618  
  2.381, 3.631  
  2.381, 3.631  
  2.390, 3.640  
  2.397, 3.647  
  2.413, 3.663  
  2.424, 3.674  
  2.434, 3.684  
  2.442, 3.692  
  2.449, 3.699  
  2.461, 3.711  
  2.471, 3.721  
  2.471, 3.721  
  2.481, 3.731  
  2.490, 3.740  
  2.496, 3.746  
  2.496, 3.746  
  2.511, 3.761  
  2.515, 3.765  
  2.515, 3.765  
  2.532, 3.782  
  2.540, 3.790  
  2.553, 3.803  
  2.560, 3.810  
  2
